English,Positive,Negative
dizzing,0,1
dizzingly,0,1
dizzy,0,1
doddering,0,1
dodgey,0,1
dogged,0,1
doggedly,0,1
dogmatic,0,1
doldrums,0,1
domineer,0,1
domineering,0,1
donside,0,1
doom,0,1
doomed,0,1
doomsday,0,1
dope,0,1
doubt,0,1
doubtful,0,1
doubtfully,0,1
doubts,0,1
douchbag,0,1
douchebag,0,1
douchebags,0,1
downbeat,0,1
downcast,0,1
downer,0,1
downfall,0,1
downfallen,0,1
downgrade,0,1
downhearted,0,1
downheartedly,0,1
downhill,0,1
downside,0,1
downsides,0,1
downturn,0,1
downturns,0,1
drab,0,1
draconian,0,1
draconic,0,1
drag,0,1
dragged,0,1
dragging,0,1
dragoon,0,1
drags,0,1
drain,0,1
drained,0,1
draining,0,1
drains,0,1
drastic,0,1
drastically,0,1
drawback,0,1
drawbacks,0,1
dread,0,1
dreadful,0,1
dreadfully,0,1
dreadfulness,0,1
dreary,0,1
dripped,0,1
dripping,0,1
drippy,0,1
drips,0,1
drones,0,1
droop,0,1
droops,0,1
drop-out,0,1
drop-outs,0,1
dropout,0,1
dropouts,0,1
drought,0,1
drowning,0,1
drunk,0,1
drunkard,0,1
drunken,0,1
dubious,0,1
dubiously,0,1
dubitable,0,1
dud,0,1
dull,0,1
dullard,0,1
dumb,0,1
dumbfound,0,1
dump,0,1
dumped,0,1
dumping,0,1
dumps,0,1
dunce,0,1
dungeon,0,1
dungeons,0,1
dupe,0,1
dust,0,1
dusty,0,1
dwindling,0,1
dying,0,1
earsplitting,0,1
eccentric,0,1
eccentricity,0,1
effigy,0,1
effrontery,0,1
egocentric,0,1
egomania,0,1
egotism,0,1
egotistical,0,1
egotistically,0,1
egregious,0,1
egregiously,0,1
election-rigger,0,1
elimination,0,1
emaciated,0,1
emasculate,0,1
embarrass,0,1
embarrassing,0,1
embarrassingly,0,1
embarrassment,0,1
embattled,0,1
embroil,0,1
embroiled,0,1
embroilment,0,1
emergency,0,1
emphatic,0,1
emphatically,0,1
emptiness,0,1
encroach,0,1
encroachment,0,1
endanger,0,1
enemies,0,1
enemy,0,1
enervate,0,1
enfeeble,0,1
enflame,0,1
engulf,0,1
enjoin,0,1
enmity,0,1
enrage,0,1
enraged,0,1
enraging,0,1
enslave,0,1
entangle,0,1
entanglement,0,1
entrap,0,1
entrapment,0,1
epidemic,0,1
equivocal,0,1
erase,0,1
erode,0,1
erodes,0,1
erosion,0,1
err,0,1
errant,0,1
erratic,0,1
erratically,0,1
erroneous,0,1
erroneously,0,1
error,0,1
errors,0,1
eruptions,0,1
escapade,0,1
eschew,0,1
estranged,0,1
evade,0,1
evasion,0,1
evasive,0,1
evil,0,1
evildoer,0,1
evils,0,1
eviscerate,0,1
exacerbate,0,1
exagerate,0,1
exagerated,0,1
exagerates,0,1
exaggerate,0,1
exaggeration,0,1
exasperate,0,1
exasperated,0,1
exasperating,0,1
exasperatingly,0,1
exasperation,0,1
excessive,0,1
excessively,0,1
exclusion,0,1
excoriate,0,1
excruciating,0,1
excruciatingly,0,1
excuse,0,1
excuses,0,1
execrate,0,1
exhaust,0,1
exhausted,0,1
exhaustion,0,1
exhausts,0,1
exhorbitant,0,1
exhort,0,1
exile,0,1
exorbitant,0,1
exorbitantance,0,1
exorbitantly,0,1
expel,0,1
expensive,0,1
expire,0,1
expired,0,1
explode,0,1
exploit,0,1
exploitation,0,1
explosive,0,1
expropriate,0,1
expropriation,0,1
expulse,0,1
expunge,0,1
exterminate,0,1
extermination,0,1
extinguish,0,1
extort,0,1
extortion,0,1
extraneous,0,1
extravagance,0,1
extravagant,0,1
extravagantly,0,1
extremism,0,1
extremist,0,1
extremists,0,1
eyesore,0,1
f**k,0,1
fabricate,0,1
fabrication,0,1
facetious,0,1
facetiously,0,1
fail,0,1
failed,0,1
failing,0,1
fails,0,1
failure,0,1
failures,0,1
faint,0,1
fainthearted,0,1
faithless,0,1
fake,0,1
fall,0,1
fallacies,0,1
fallacious,0,1
fallaciously,0,1
fallaciousness,0,1
fallacy,0,1
fallen,0,1
falling,0,1
fallout,0,1
falls,0,1
false,0,1
falsehood,0,1
falsely,0,1
falsify,0,1
falter,0,1
faltered,0,1
famine,0,1
famished,0,1
fanatic,0,1
fanatical,0,1
fanatically,0,1
fanaticism,0,1
fanatics,0,1
fanciful,0,1
far-fetched,0,1
farce,0,1
farcical,0,1
farcical-yet-provocative,0,1
farcically,0,1
farfetched,0,1
fascism,0,1
fascist,0,1
fastidious,0,1
fastidiously,0,1
fastuous,0,1
fat,0,1
fat-cat,0,1
fat-cats,0,1
fatal,0,1
fatalistic,0,1
fatalistically,0,1
fatally,0,1
fatcat,0,1
fatcats,0,1
fateful,0,1
fatefully,0,1
fathomless,0,1
fatigue,0,1
fatigued,0,1
fatique,0,1
fatty,0,1
fatuity,0,1
fatuous,0,1
fatuously,0,1
fault,0,1
faults,0,1
faulty,0,1
fawningly,0,1
faze,0,1
fear,0,1
fearful,0,1
fearfully,0,1
fears,0,1
fearsome,0,1
feckless,0,1
feeble,0,1
feeblely,0,1
feebleminded,0,1
feign,0,1
feint,0,1
fell,0,1
felon,0,1
felonious,0,1
ferociously,0,1
ferocity,0,1
fetid,0,1
fever,0,1
feverish,0,1
fevers,0,1
fiasco,0,1
fib,0,1
fibber,0,1
fickle,0,1
fiction,0,1
fictional,0,1
fictitious,0,1
fidget,0,1
fidgety,0,1
fiend,0,1
fiendish,0,1
fierce,0,1
figurehead,0,1
filth,0,1
filthy,0,1
finagle,0,1
finicky,0,1
fissures,0,1
fist,0,1
flabbergast,0,1
flabbergasted,0,1
flagging,0,1
flagrant,0,1
flagrantly,0,1
flair,0,1
flairs,0,1
flak,0,1
flake,0,1
flakey,0,1
flakieness,0,1
flaking,0,1
flaky,0,1
flare,0,1
flares,0,1
flareup,0,1
flareups,0,1
flat-out,0,1
flaunt,0,1
flaw,0,1
flawed,0,1
flaws,0,1
flee,0,1
fleed,0,1
fleeing,0,1
fleer,0,1
flees,0,1
fleeting,0,1
flicering,0,1
flicker,0,1
flickering,0,1
flickers,0,1
flighty,0,1
flimflam,0,1
flimsy,0,1
flirt,0,1
flirty,0,1
floored,0,1
flounder,0,1
floundering,0,1
flout,0,1
fluster,0,1
foe,0,1
fool,0,1
fooled,0,1
foolhardy,0,1
foolish,0,1
foolishly,0,1
foolishness,0,1
forbid,0,1
forbidden,0,1
forbidding,0,1
forceful,0,1
foreboding,0,1
forebodingly,0,1
forfeit,0,1
forged,0,1
forgetful,0,1
forgetfully,0,1
forgetfulness,0,1
forlorn,0,1
forlornly,0,1
forsake,0,1
forsaken,0,1
forswear,0,1
foul,0,1
foully,0,1
foulness,0,1
fractious,0,1
fractiously,0,1
fracture,0,1
fragile,0,1
fragmented,0,1
frail,0,1
frantic,0,1
frantically,0,1
franticly,0,1
fraud,0,1
fraudulent,0,1
fraught,0,1
frazzle,0,1
frazzled,0,1
freak,0,1
freaking,0,1
freakish,0,1
freakishly,0,1
freaks,0,1
freeze,0,1
freezes,0,1
freezing,0,1
frenetic,0,1
frenetically,0,1
frenzied,0,1
frenzy,0,1
fret,0,1
fretful,0,1
frets,0,1
friction,0,1
frictions,0,1
fried,0,1
friggin,0,1
frigging,0,1
fright,0,1
frighten,0,1
frightening,0,1
frighteningly,0,1
frightful,0,1
frightfully,0,1
frigid,0,1
frost,0,1
frown,0,1
froze,0,1
frozen,0,1
fruitless,0,1
fruitlessly,0,1
frustrate,0,1
frustrated,0,1
frustrates,0,1
frustrating,0,1
frustratingly,0,1
frustration,0,1
frustrations,0,1
fuck,0,1
fucking,0,1
fudge,0,1
fugitive,0,1
full-blown,0,1
fulminate,0,1
fumble,0,1
fume,0,1
fumes,0,1
fundamentalism,0,1
funky,0,1
funnily,0,1
funny,0,1
furious,0,1
furiously,0,1
furor,0,1
fury,0,1
fuss,0,1
fussy,0,1
fustigate,0,1
fusty,0,1
futile,0,1
futilely,0,1
futility,0,1
fuzzy,0,1
gabble,0,1
gaff,0,1
gaffe,0,1
gainsay,0,1
gainsayer,0,1
gall,0,1
galling,0,1
gallingly,0,1
galls,0,1
gangster,0,1
gape,0,1
garbage,0,1
garish,0,1
gasp,0,1
gauche,0,1
gaudy,0,1
gawk,0,1
gawky,0,1
geezer,0,1
genocide,0,1
get-rich,0,1
ghastly,0,1
ghetto,0,1
ghosting,0,1
gibber,0,1
gibberish,0,1
gibe,0,1
giddy,0,1
gimmick,0,1
gimmicked,0,1
gimmicking,0,1
gimmicks,0,1
gimmicky,0,1
glare,0,1
glaringly,0,1
glib,0,1
glibly,0,1
glitch,0,1
glitches,0,1
gloatingly,0,1
gloom,0,1
gloomy,0,1
glower,0,1
glum,0,1
glut,0,1
gnawing,0,1
goad,0,1
goading,0,1
god-awful,0,1
goof,0,1
goofy,0,1
goon,0,1
gossip,0,1
graceless,0,1
gracelessly,0,1
graft,0,1
grainy,0,1
grapple,0,1
grate,0,1
grating,0,1
gravely,0,1
greasy,0,1
greed,0,1
greedy,0,1
grief,0,1
grievance,0,1
grievances,0,1
grieve,0,1
grieving,0,1
grievous,0,1
grievously,0,1
grim,0,1
grimace,0,1
grind,0,1
gripe,0,1
gripes,0,1
grisly,0,1
gritty,0,1
gross,0,1
grossly,0,1
grotesque,0,1
grouch,0,1
grouchy,0,1
groundless,0,1
grouse,0,1
growl,0,1
grudge,0,1
grudges,0,1
grudging,0,1
grudgingly,0,1
gruesome,0,1
gruesomely,0,1
gruff,0,1
grumble,0,1
grumpier,0,1
grumpiest,0,1
grumpily,0,1
grumpish,0,1
grumpy,0,1
guile,0,1
guilt,0,1
guiltily,0,1
guilty,0,1
gullible,0,1
gutless,0,1
gutter,0,1
hack,0,1
hacks,0,1
haggard,0,1
haggle,0,1
hairloss,0,1
halfhearted,0,1
halfheartedly,0,1
hallucinate,0,1
hallucination,0,1
hamper,0,1
hampered,0,1
handicapped,0,1
hang,0,1
hangs,0,1
haphazard,0,1
hapless,0,1
harangue,0,1
harass,0,1
harassed,0,1
harasses,0,1
harassment,0,1
harboring,0,1
harbors,0,1
hard,0,1
hard-hit,0,1
hard-line,0,1
hard-liner,0,1
hardball,0,1
harden,0,1
hardened,0,1
hardheaded,0,1
hardhearted,0,1
hardliner,0,1
hardliners,0,1
hardship,0,1
hardships,0,1
harm,0,1
harmed,0,1
harmful,0,1
harms,0,1
harpy,0,1
harridan,0,1
harried,0,1
harrow,0,1
harsh,0,1
harshly,0,1
hasseling,0,1
hassle,0,1
hassled,0,1
hassles,0,1
haste,0,1
hastily,0,1
hasty,0,1
hate,0,1
hated,0,1
hateful,0,1
hatefully,0,1
hatefulness,0,1
hater,0,1
haters,0,1
hates,0,1
hating,0,1
hatred,0,1
haughtily,0,1
haughty,0,1
haunt,0,1
haunting,0,1
havoc,0,1
hawkish,0,1
haywire,0,1
hazard,0,1
hazardous,0,1
haze,0,1
hazy,0,1
head-aches,0,1
headache,0,1
headaches,0,1
heartbreaker,0,1
heartbreaking,0,1
heartbreakingly,0,1
heartless,0,1
heathen,0,1
heavy-handed,0,1
heavyhearted,0,1
heck,0,1
heckle,0,1
heckled,0,1
heckles,0,1
hectic,0,1
hedge,0,1
hedonistic,0,1
heedless,0,1
hefty,0,1
hegemonism,0,1
hegemonistic,0,1
hegemony,0,1
heinous,0,1
hell,0,1
hell-bent,0,1
hellion,0,1
hells,0,1
helpless,0,1
helplessly,0,1
helplessness,0,1
heresy,0,1
heretic,0,1
heretical,0,1
hesitant,0,1
hestitant,0,1
hideous,0,1
hideously,0,1
hideousness,0,1
high-priced,0,1
hiliarious,0,1
hinder,0,1
hindrance,0,1
hiss,0,1
hissed,0,1
hissing,0,1
ho-hum,0,1
hoard,0,1
hoax,0,1
hobble,0,1
hogs,0,1
hollow,0,1
hoodium,0,1
hoodwink,0,1
hooligan,0,1
hopeless,0,1
hopelessly,0,1
hopelessness,0,1
horde,0,1
horrendous,0,1
horrendously,0,1
horrible,0,1
horrid,0,1
horrific,0,1
horrified,0,1
horrifies,0,1
horrify,0,1
horrifying,0,1
horrifys,0,1
hostage,0,1
hostile,0,1
hostilities,0,1
hostility,0,1
hotbeds,0,1
hothead,0,1
hotheaded,0,1
hothouse,0,1
hubris,0,1
huckster,0,1
hum,0,1
humid,0,1
humiliate,0,1
humiliating,0,1
humiliation,0,1
humming,0,1
hung,0,1
hurt,0,1
hurted,0,1
hurtful,0,1
hurting,0,1
hurts,0,1
hustler,0,1
hype,0,1
hypocricy,0,1
hypocrisy,0,1
hypocrite,0,1
hypocrites,0,1
hypocritical,0,1
hypocritically,0,1
hysteria,0,1
hysteric,0,1
hysterical,0,1
hysterically,0,1
hysterics,0,1
idiocies,0,1
idiocy,0,1
idiot,0,1
idiotic,0,1
idiotically,0,1
idiots,0,1
idle,0,1
ignoble,0,1
ignominious,0,1
ignominiously,0,1
ignominy,0,1
ignorance,0,1
ignorant,0,1
ignore,0,1
ill-advised,0,1
ill-conceived,0,1
ill-defined,0,1
ill-designed,0,1
ill-fated,0,1
ill-favored,0,1
ill-formed,0,1
ill-mannered,0,1
ill-natured,0,1
ill-sorted,0,1
ill-tempered,0,1
ill-treated,0,1
ill-treatment,0,1
ill-usage,0,1
ill-used,0,1
illegal,0,1
illegally,0,1
illegitimate,0,1
illicit,0,1
illiterate,0,1
illness,0,1
illogic,0,1
illogical,0,1
illogically,0,1
illusion,0,1
illusions,0,1
illusory,0,1
imaginary,0,1
imbalance,0,1
imbecile,0,1
imbroglio,0,1
immaterial,0,1
immature,0,1
imminence,0,1
imminently,0,1
immobilized,0,1
immoderate,0,1
immoderately,0,1
immodest,0,1
immoral,0,1
immorality,0,1
immorally,0,1
immovable,0,1
impair,0,1
impaired,0,1
impasse,0,1
impatience,0,1
impatient,0,1
impatiently,0,1
impeach,0,1
impedance,0,1
impede,0,1
impediment,0,1
impending,0,1
impenitent,0,1
imperfect,0,1
imperfection,0,1
imperfections,0,1
imperfectly,0,1
imperialist,0,1
imperil,0,1
imperious,0,1
imperiously,0,1
impermissible,0,1
impersonal,0,1
impertinent,0,1
impetuous,0,1
impetuously,0,1
impiety,0,1
impinge,0,1
impious,0,1
implacable,0,1
implausible,0,1
implausibly,0,1
implicate,0,1
implication,0,1
implode,0,1
impolite,0,1
impolitely,0,1
impolitic,0,1
importunate,0,1
importune,0,1
impose,0,1
imposers,0,1
imposing,0,1
imposition,0,1
impossible,0,1
impossiblity,0,1
impossibly,0,1
impotent,0,1
impoverish,0,1
impoverished,0,1
impractical,0,1
imprecate,0,1
imprecise,0,1
imprecisely,0,1
imprecision,0,1
imprison,0,1
imprisonment,0,1
improbability,0,1
improbable,0,1
improbably,0,1
improper,0,1
improperly,0,1
impropriety,0,1
imprudence,0,1
imprudent,0,1
impudence,0,1
impudent,0,1
impudently,0,1
impugn,0,1
impulsive,0,1
impulsively,0,1
impunity,0,1
impure,0,1
impurity,0,1
inability,0,1
inaccuracies,0,1
inaccuracy,0,1
inaccurate,0,1
inaccurately,0,1
inaction,0,1
inactive,0,1
inadequacy,0,1
inadequate,0,1
inadequately,0,1
inadverent,0,1
inadverently,0,1
inadvisable,0,1
inadvisably,0,1
inane,0,1
inanely,0,1
inappropriate,0,1
inappropriately,0,1
inapt,0,1
inaptitude,0,1
inarticulate,0,1
inattentive,0,1
inaudible,0,1
incapable,0,1
incapably,0,1
incautious,0,1
incendiary,0,1
incense,0,1
incessant,0,1
incessantly,0,1
incite,0,1
incitement,0,1
incivility,0,1
inclement,0,1
incognizant,0,1
incoherence,0,1
incoherent,0,1
incoherently,0,1
incommensurate,0,1
incomparable,0,1
incomparably,0,1
incompatability,0,1
incompatibility,0,1
incompatible,0,1
incompetence,0,1
incompetent,0,1
incompetently,0,1
incomplete,0,1
incompliant,0,1
incomprehensible,0,1
incomprehension,0,1
inconceivable,0,1
inconceivably,0,1
incongruous,0,1
incongruously,0,1
inconsequent,0,1
inconsequential,0,1
inconsequentially,0,1
inconsequently,0,1
inconsiderate,0,1
inconsiderately,0,1
inconsistence,0,1
inconsistencies,0,1
inconsistency,0,1
inconsistent,0,1
inconsolable,0,1
inconsolably,0,1
inconstant,0,1
inconvenience,0,1
inconveniently,0,1
incorrect,0,1
incorrectly,0,1
incorrigible,0,1
incorrigibly,0,1
incredulous,0,1
incredulously,0,1
inculcate,0,1
indecency,0,1
indecent,0,1
indecently,0,1
indecision,0,1
indecisive,0,1
indecisively,0,1
indecorum,0,1
indefensible,0,1
indelicate,0,1
indeterminable,0,1
indeterminably,0,1
indeterminate,0,1
indifference,0,1
indifferent,0,1
indigent,0,1
indignant,0,1
indignantly,0,1
indignation,0,1
indignity,0,1
indiscernible,0,1
indiscreet,0,1
indiscreetly,0,1
indiscretion,0,1
indiscriminate,0,1
indiscriminately,0,1
indiscriminating,0,1
indistinguishable,0,1
indoctrinate,0,1
indoctrination,0,1
indolent,0,1
indulge,0,1
ineffective,0,1
ineffectively,0,1
ineffectiveness,0,1
ineffectual,0,1
ineffectually,0,1
ineffectualness,0,1
inefficacious,0,1
inefficacy,0,1
inefficiency,0,1
inefficient,0,1
inefficiently,0,1
inelegance,0,1
inelegant,0,1
ineligible,0,1
ineloquent,0,1
ineloquently,0,1
inept,0,1
ineptitude,0,1
ineptly,0,1
inequalities,0,1
inequality,0,1
inequitable,0,1
inequitably,0,1
inequities,0,1
inescapable,0,1
inescapably,0,1
inessential,0,1
inevitable,0,1
inevitably,0,1
inexcusable,0,1
inexcusably,0,1
inexorable,0,1
inexorably,0,1
inexperience,0,1
inexperienced,0,1
inexpert,0,1
inexpertly,0,1
inexpiable,0,1
inexplainable,0,1
inextricable,0,1
inextricably,0,1
infamous,0,1
infamously,0,1
infamy,0,1
infected,0,1
infection,0,1
infections,0,1
inferior,0,1
inferiority,0,1
infernal,0,1
infest,0,1
infested,0,1
infidel,0,1
infidels,0,1
infiltrator,0,1
infiltrators,0,1
infirm,0,1
inflame,0,1
inflammation,0,1
inflammatory,0,1
inflammed,0,1
inflated,0,1
inflationary,0,1
inflexible,0,1
inflict,0,1
infraction,0,1
infringe,0,1
infringement,0,1
infringements,0,1
infuriate,0,1
infuriated,0,1
infuriating,0,1
infuriatingly,0,1
inglorious,0,1
ingrate,0,1
ingratitude,0,1
inhibit,0,1
inhibition,0,1
inhospitable,0,1
inhospitality,0,1
inhuman,0,1
inhumane,0,1
inhumanity,0,1
inimical,0,1
inimically,0,1
iniquitous,0,1
iniquity,0,1
injudicious,0,1
injure,0,1
injurious,0,1
injury,0,1
injustice,0,1
injustices,0,1
innuendo,0,1
inoperable,0,1
inopportune,0,1
inordinate,0,1
inordinately,0,1
insane,0,1
insanely,0,1
insanity,0,1
insatiable,0,1
insecure,0,1
insecurity,0,1
insensible,0,1
insensitive,0,1
insensitively,0,1
insensitivity,0,1
insidious,0,1
insidiously,0,1
insignificance,0,1
insignificant,0,1
insignificantly,0,1
insincere,0,1
insincerely,0,1
insincerity,0,1
insinuate,0,1
insinuating,0,1
insinuation,0,1
insociable,0,1
insolence,0,1
insolent,0,1
insolently,0,1
insolvent,0,1
insouciance,0,1
instability,0,1
instable,0,1
instigate,0,1
instigator,0,1
instigators,0,1
insubordinate,0,1
insubstantial,0,1
insubstantially,0,1
insufferable,0,1
insufferably,0,1
insufficiency,0,1
insufficient,0,1
insufficiently,0,1
insular,0,1
insult,0,1
insulted,0,1
insulting,0,1
insultingly,0,1
insults,0,1
insupportable,0,1
insupportably,0,1
insurmountable,0,1
insurmountably,0,1
insurrection,0,1
intefere,0,1
inteferes,0,1
intense,0,1
interfere,0,1
interference,0,1
interferes,0,1
intermittent,0,1
interrupt,0,1
interruption,0,1
interruptions,0,1
intimidate,0,1
intimidating,0,1
intimidatingly,0,1
intimidation,0,1
intolerable,0,1
intolerablely,0,1
intolerance,0,1
intoxicate,0,1
intractable,0,1
intransigence,0,1
intransigent,0,1
intrude,0,1
intrusion,0,1
intrusive,0,1
inundate,0,1
inundated,0,1
invader,0,1
invalid,0,1
invalidate,0,1
invalidity,0,1
invasive,0,1
invective,0,1
inveigle,0,1
invidious,0,1
invidiously,0,1
invidiousness,0,1
invisible,0,1
involuntarily,0,1
involuntary,0,1
irascible,0,1
irate,0,1
irately,0,1
ire,0,1
irk,0,1
irked,0,1
irking,0,1
irks,0,1
irksome,0,1
irksomely,0,1
irksomeness,0,1
irksomenesses,0,1
ironic,0,1
ironical,0,1
ironically,0,1
ironies,0,1
irony,0,1
irragularity,0,1
irrational,0,1
irrationalities,0,1
irrationality,0,1
irrationally,0,1
irrationals,0,1
irreconcilable,0,1
irrecoverable,0,1
irrecoverableness,0,1
irrecoverablenesses,0,1
irrecoverably,0,1
irredeemable,0,1
irredeemably,0,1
irreformable,0,1
irregular,0,1
irregularity,0,1
irrelevance,0,1
irrelevant,0,1
irreparable,0,1
irreplacible,0,1
irrepressible,0,1
irresolute,0,1
irresolvable,0,1
irresponsible,0,1
irresponsibly,0,1
irretating,0,1
irretrievable,0,1
irreversible,0,1
irritable,0,1
irritably,0,1
irritant,0,1
irritate,0,1
irritated,0,1
irritating,0,1
irritation,0,1
irritations,0,1
isolate,0,1
isolated,0,1
isolation,0,1
issue,0,1
issues,0,1
itch,0,1
itching,0,1
itchy,0,1
jabber,0,1
jaded,0,1
jagged,0,1
jam,0,1
jarring,0,1
jaundiced,0,1
jealous,0,1
jealously,0,1
jealousness,0,1
jealousy,0,1
jeer,0,1
jeering,0,1
jeeringly,0,1
jeers,0,1
jeopardize,0,1
jeopardy,0,1
jerk,0,1
jerky,0,1
jitter,0,1
jitters,0,1
jittery,0,1
job-killing,0,1
jobless,0,1
joke,0,1
joker,0,1
jolt,0,1
judder,0,1
juddering,0,1
judders,0,1
jumpy,0,1
junk,0,1
junky,0,1
junkyard,0,1
jutter,0,1
jutters,0,1
kaput,0,1
kill,0,1
killed,0,1
killer,0,1
killing,0,1
killjoy,0,1
kills,0,1
knave,0,1
knife,0,1
knock,0,1
knotted,0,1
kook,0,1
kooky,0,1
lack,0,1
lackadaisical,0,1
lacked,0,1
lackey,0,1
lackeys,0,1
lacking,0,1
lackluster,0,1
lacks,0,1
laconic,0,1
lag,0,1
lagged,0,1
lagging,0,1
laggy,0,1
lags,0,1
laid-off,0,1
lambast,0,1
lambaste,0,1
lame,0,1
lame-duck,0,1
lament,0,1
lamentable,0,1
lamentably,0,1
languid,0,1
languish,0,1
languor,0,1
languorous,0,1
languorously,0,1
lanky,0,1
lapse,0,1
lapsed,0,1
lapses,0,1
lascivious,0,1
last-ditch,0,1
latency,0,1
laughable,0,1
laughably,0,1
laughingstock,0,1
lawbreaker,0,1
lawbreaking,0,1
lawless,0,1
lawlessness,0,1
layoff,0,1
layoff-happy,0,1
lazy,0,1
leak,0,1
leakage,0,1
leakages,0,1
leaking,0,1
leaks,0,1
leaky,0,1
lech,0,1
lecher,0,1
lecherous,0,1
lechery,0,1
leech,0,1
leer,0,1
leery,0,1
left-leaning,0,1
lemon,0,1
lengthy,0,1
less-developed,0,1
lesser-known,0,1
letch,0,1
lethal,0,1
lethargic,0,1
lethargy,0,1
lewd,0,1
lewdly,0,1
lewdness,0,1
liability,0,1
liable,0,1
liar,0,1
liars,0,1
licentious,0,1
licentiously,0,1
licentiousness,0,1
lie,0,1
lied,0,1
lier,0,1
lies,0,1
life-threatening,0,1
lifeless,0,1
limit,0,1
limitation,0,1
limitations,0,1
limited,0,1
limits,0,1
limp,0,1
listless,0,1
litigious,0,1
little-known,0,1
livid,0,1
lividly,0,1
loath,0,1
loathe,0,1
loathing,0,1
loathly,0,1
loathsome,0,1
loathsomely,0,1
lone,0,1
loneliness,0,1
lonely,0,1
loner,0,1
lonesome,0,1
long-time,0,1
long-winded,0,1
longing,0,1
longingly,0,1
loophole,0,1
loopholes,0,1
loose,0,1
loot,0,1
lorn,0,1
lose,0,1
loser,0,1
losers,0,1
loses,0,1
losing,0,1
loss,0,1
losses,0,1
lost,0,1
loud,0,1
louder,0,1
lousy,0,1
loveless,0,1
lovelorn,0,1
low-rated,0,1
lowly,0,1
ludicrous,0,1
ludicrously,0,1
lugubrious,0,1
lukewarm,0,1
lull,0,1
lumpy,0,1
lunatic,0,1
lunaticism,0,1
lurch,0,1
lure,0,1
lurid,0,1
lurk,0,1
lurking,0,1
lying,0,1
macabre,0,1
mad,0,1
madden,0,1
maddening,0,1
maddeningly,0,1
madder,0,1
madly,0,1
madman,0,1
madness,0,1
maladjusted,0,1
maladjustment,0,1
malady,0,1
malaise,0,1
malcontent,0,1
malcontented,0,1
maledict,0,1
malevolence,0,1
malevolent,0,1
malevolently,0,1
malice,0,1
malicious,0,1
maliciously,0,1
maliciousness,0,1
malign,0,1
malignant,0,1
malodorous,0,1
maltreatment,0,1
mangle,0,1
mangled,0,1
mangles,0,1
mangling,0,1
mania,0,1
maniac,0,1
maniacal,0,1
manic,0,1
manipulate,0,1
manipulation,0,1
manipulative,0,1
manipulators,0,1
mar,0,1
marginal,0,1
marginally,0,1
martyrdom,0,1
martyrdom-seeking,0,1
mashed,0,1
massacre,0,1
massacres,0,1
matte,0,1
mawkish,0,1
mawkishly,0,1
mawkishness,0,1
meager,0,1
meaningless,0,1
meanness,0,1
measly,0,1
meddle,0,1
meddlesome,0,1
mediocre,0,1
mediocrity,0,1
melancholy,0,1
melodramatic,0,1
melodramatically,0,1
meltdown,0,1
menace,0,1
menacing,0,1
menacingly,0,1
mendacious,0,1
mendacity,0,1
menial,0,1
merciless,0,1
mercilessly,0,1
mess,0,1
messed,0,1
messes,0,1
messing,0,1
messy,0,1
midget,0,1
miff,0,1
militancy,0,1
mindless,0,1
mindlessly,0,1
mirage,0,1
mire,0,1
misalign,0,1
misaligned,0,1
misaligns,0,1
misapprehend,0,1
misbecome,0,1
misbecoming,0,1
misbegotten,0,1
misbehave,0,1
misbehavior,0,1
miscalculate,0,1
miscalculation,0,1
miscellaneous,0,1
mischief,0,1
mischievous,0,1
mischievously,0,1
misconception,0,1
misconceptions,0,1
miscreant,0,1
miscreants,0,1
misdirection,0,1
miser,0,1
miserable,0,1
miserableness,0,1
miserably,0,1
miseries,0,1
miserly,0,1
misery,0,1
misfit,0,1
misfortune,0,1
misgiving,0,1
misgivings,0,1
misguidance,0,1
misguide,0,1
misguided,0,1
mishandle,0,1
mishap,0,1
misinform,0,1
misinformed,0,1
misinterpret,0,1
misjudge,0,1
misjudgment,0,1
mislead,0,1
misleading,0,1
misleadingly,0,1
mislike,0,1
mismanage,0,1
mispronounce,0,1
mispronounced,0,1
mispronounces,0,1
misread,0,1
misreading,0,1
misrepresent,0,1
misrepresentation,0,1
miss,0,1
missed,0,1
misses,0,1
misstatement,0,1
mist,0,1
mistake,0,1
mistaken,0,1
mistakenly,0,1
mistakes,0,1
mistified,0,1
mistress,0,1
mistrust,0,1
mistrustful,0,1
mistrustfully,0,1
mists,0,1
misunderstand,0,1
misunderstanding,0,1
misunderstandings,0,1
misunderstood,0,1
misuse,0,1
moan,0,1
mobster,0,1
mock,0,1
mocked,0,1
mockeries,0,1
mockery,0,1
mocking,0,1
mockingly,0,1
mocks,0,1
molest,0,1
molestation,0,1
monotonous,0,1
monotony,0,1
monster,0,1
monstrosities,0,1
monstrosity,0,1
monstrous,0,1
monstrously,0,1
moody,0,1
moot,0,1
mope,0,1
morbid,0,1
morbidly,0,1
mordant,0,1
mordantly,0,1
moribund,0,1
moron,0,1
moronic,0,1
morons,0,1
mortification,0,1
mortified,0,1
mortify,0,1
mortifying,0,1
motionless,0,1
motley,0,1
mourn,0,1
mourner,0,1
mournful,0,1
mournfully,0,1
muddle,0,1
muddy,0,1
mudslinger,0,1
mudslinging,0,1
mulish,0,1
multi-polarization,0,1
mundane,0,1
murder,0,1
murderer,0,1
murderous,0,1
murderously,0,1
murky,0,1
muscle-flexing,0,1
mushy,0,1
